Quality	#1 String	#2 String
0	La Escuela Secundaria Slough fue una escuela secundaria selectiva de niñas en Berkshire , ahora Slough , Buckinghamshire .	Slough High School era una escuela de gramática selectiva para niñas ubicada en Slough , Buckinghamshire , actualmente Berkshire .
0	Está cerca de Lough Corrib , en la carretera N59 hacia Oughterard y Clifden , en Connemara .	Está cerca de Oughterard y Clifden , en la carretera N59 y Lough Corrib , en Connemara .
0	Si bien la exclusión de los jugadores negros no era una regla escrita , ningún afroamericano había jugado la Liga Nacional de Fútbol desde 1933 .	Mientras la exclusión de los jugadores africanos no era una regla escrita , ningún jugador negro americano había jugado en la Liga Nacional de Fútbol desde 1933 .
0	Muawiyah llegó al poder después de la muerte de Ali y estableció una dinastía .	Después de la muerte de Muawiyah , Ali asumió el poder y fundó una dinastía .
1	En 1994 , Rodrigo Leão dejó la banda para comenzar una carrera como solista , y fue reemplazado por Carlos Maria Trindade ( sintetizador de teclado ) .	En 1994 , Rodrigo Leão abandonó la banda para iniciar una carrera solista , y fue reemplazado por Carlos Maria Trindade ( teclado sintetizador ) .
1	En 1933 Cattell escribió que , de todas las razas nórdicas , ` ` la raza europea era la más evolucionada en cuanto a inteligencia y estabilidad de temperamento '' .	En 1933 , Cattell escribió lo siguiente sobre las razas nórdicas : " en cuanto a inteligencia y estabilidad de temperamento , la raza europea era la más desarrollada " .
1	Abies lasiocarpa , comúnmente llamado abeto de América del Norte o abeto de las Montañas Rocallosas , es un abeto subalpino .	Abies lasiocarpa , comúnmente conocido como el abeto norteamericano o Rocky Mountain fir , es un abeto subalpino .
1	Los motores estadounidenses solo reciben asistencia técnica en la forma de ayuda limitada .	American Motors proporcionó solo soporte técnico con la forma de ayuda limitada .
1	El Houston Main Building ( HMB ) anteriormente el Prudential Building era un rascacielos en el Centro Médico de Texas en Houston , Texas .	El Edificio Principal de Houston ( HMB ) , anteriormente conocido como el edificio Prudential , fue un rascacielos en el Centro Médico de Texas , Houston , Texas .
0	Después de regresar a Paramaribo en 1954 , se estableció como abogado en Suriname .	Después de regresar a Suriname en 1954 , se asentó en Paramaribo como abogado .
0	El accidente del vuelvo 4544 de Aerosucre fue el primer accidente de aviación que involucró a Aerosucre , el segundo fue el accidente de otro Boeing 727 el 18 de noviembre de 2006 .	El choque del vuelo 4544 de Aerosucre fue el segundo incidente aéreo de Aerosucre , donde el primero chocó con otro Boeing 727 el 18 de noviembre de 2006 .
0	El episodio de Cabot Trail fue filmado en una ubicación en el Cabo Breton , incluso en Peggys Cove y las tierras de Nueva Escocia , a lo largo de la Costa Este .	El episodio de la costa este fue filmado en la ubicación en Nueva Escocia , esto incluye la Cueva de Peggy y las tierras altas de Cabo Bretón , junto al Cabot Trail .
1	Otra manera de regular la población de venado es controlar el índice de natalidad .	Otra forma de regular la población de ciervos es controlar la tasa de nacimientos .
0	El poema se conserva en cuatro manuscritos fragmentarios , uno de ellos es contemporáneo .	El poema está guardado en cuatro manuscritos contemporáneos , uno de los cuales es parcial :
0	Manu Chao , los grupos ` ` Air '' , Cassius , Mars IV , Les Négresses Vertes y FFF , y Howie B también participaron en el álbum .	Los grupos " Air " , Howie B , Mars IV , Les Négresses Vertes y FFF y Manu Chao también participaron en el álbum .
1	El río Hudeasa River es un afluente del río Bradu en Rumania .	El río Hudeasa es el afluente del río Bradu en Rumania .
0	Si bien la exclusión de los jugadores africanos no era una regla escrita , ningún jugador afroamericano en la Liga Nacional de Fútbol había jugado desde 1933 .	Si bien la exclusión de los jugadores negros no era una regla escrita , desde 1933 ningún afroamericano había jugado en la Liga Nacional de Fútbol .
1	Su padre , Patrick Byrne , fue MP , TD , Senador y Lord Mayor de Dublín . Otro hermano de Alfie Byrne también fue TD .	Su padre , Patrick Byrne , fue un delegado , senador y lord alcalde de Dublin , otro hermano de Alfie Byrne también fue TD .
0	La primera serie tuvo mejor recepción de la crítica que la segunda .	La segunda serie fue bien recibida por los críticos , mejor que la primera .
0	Fanwood está ubicado en el 12 . ° distrito del congreso y forma parte del 22 . ° distrito legislativo de Nueva Jersey .	Fanwood está ubicado en el distrito electoral 22 . ° y es parte del distrito legislativo estatal 12 . ° de Nueva Jersey .
0	Santa Cruz está ubicada en las orillas del río Santa Cruz que fluye dentro de la parte este de la Laguna de Bay .	Laguna de Bay está ubicada en la orilla del río Santa Cruz , que fluye hacia la parte oriental de Santa Cruz .
0	El Porte de Vincennes está ubicado donde la esquina sudeste del 20 . ° distrito se cruza con la esquina del 12 . ° distrito de París .	El Porte de Vincennes está ubicado en el lugar en que la esquina noreste del 12.º distrito se encuentra con la esquina sureste del 20.º distrito de París .
0	El 5 de marzo de 2011 , MTV Hive publicó un enlace de transmisión de Anni Rossi interpretando el " Rude Boy " de Rihanna .	El 5 de marzo de 2011 , MTV Hive publicó un enlace de transmisión de Rihanna , donde Anni Rossi interpretaba " Rude Boy " .
1	King Qi se reunió con el Rey Zhao of Qin en Zhou occidental en 284 AC para formar una alianza contra Xi .	En 284 AC , King Qi se reunió con el Rey Zhao de Qin en Zhou Occidental para formar una alianza contra Xi .
1	La Región Administrativa de Chenzhou en la Dinastía Tang se encuentra bajo la administración del moderno Henan al este de Zhoukou :	La región administrativa de Chenzhou en la dinastía Tang se encuentra bajo la administración de moderno Henan al este de Zhoukou :
0	` ` Pure '' significa simple y ` ` Belter '' o ` ` Belta '' significa bueno o genial .	Puro significa simplemente muy y " Belter " o " Beta " significa bueno o grande .
0	Benjamin Hough , juez de paz , casó a Stephen Stephen el 29 de agosto de 1806 , en el condado de Jefferson , Elizabeth Core .	El Juez de Paz del Condado de Jefferson Stephen Ford casó a " 2 " Benjamin Hough con Elizabeth Core .
1	La especie fue formalmente descrita por el botánico Stephan Endlicher en 1846 como parte de la obra " Irideae . Plantae Preissianae " de Johann Georg Christian Lehmann .	La especie fue descrita formalmente en 1846 por el botánico Stephan Endlicher como parte del trabajo " Irideae Plantae Preissianae '' de Johann Georg Christian Lehmann .
0	En 1912 , el Congreso Nacional Indio realizó su 27 . ° sesión en Bankipur bajo la presidencia de Rao Bahadur Raghunath Narasinha Mudholkar de Amravati , Provincias Centrales y Berar .	En 1912 , el Congreso Nacional Indio tuvo su 27º sesión en Bankipore , bajo la presidencia de Rao Bahadur Raghunath Narasinha Mudholkar de las provincias centrales de Amravati y Berar .
0	La fibra animal utilizada más comúnmente es la lana de oveja . Utilizada para tejer a mano y para tejer como pasatiempo , los hilos de acrílico , lana y gruesas se colocan normalmente en un carrete .	La fibra animal hilada con más frecuencia es la lana recolectada de las ovejas . Para tejidos a mano o el tejido como pasatiempo , a menudo se usan la lana gruesa y los hilados acrílicos .
1	Tipico Co . Ltd y Tipico Casino Ltd fueron fundados en 2004 como compañías de comercialización inscritas en el registro comercial de la Autoridad de Servicios Financieros de Malta .	Tipico Co . Ltd y Tipico Casino Ltd se inscribieron en 2004 como las compañías de comercio exterior en el Registro Comercial de la Autoridad de Servicios Financieros de Malta .
0	Está cerca de Lough Corrib , en la carretera N59 hacia Oughterard y Clifden , en Connemara .	Está situado cerca de Oughterard y Clifden , en la carretera N59 hacia el Lago Corrib , en Connemara .
1	El 14 de septiembre de 2006 , firmó contrato con los Washington Wizards y fue liberado por los Wizards en julio de 2017 .	El 14 de septiembre de 2006 , Lang firmó contrato con los Washington Wizards . En julio de 2017 , Lang fue liberado por los Wizards .
0	El sencillo fue lanzado en Radio Airplay en Italia el 12 de octubre de 2012 y se lanzó a todo el mundo el 3 de diciembre de 2012 .	El sencillo se transmitió por radio el 12 de octubre de 2012 en Italia y se lanzó a todo el mundo el 3 de diciembre de 2012 .
0	Después de su servicio , Lockhart vivió en Texas pero recientemente se mudó a Florida .	Después de su servicio , Lockhart vivió en Texas pero se mudó recientemente a Florida .
1	Se encuentra en América del Norte , donde se registró desde Newfoundland y Labrador al oeste de Columbia Británica , al norte de Alaska y Yukon .	Se encuentra en América del Norte , donde se ha registrado desde Newfoundland y Labrador al oeste de Columbia Británica , al norte de Alaska y Yukon .
1	Este distrito de Randallstown occidental incluye a Woodlawn , Milford Mill y el Condado de Baltimore .	Este distrito al oeste de Randallstown comprende a Woodlawn , Milford Mill y el Condado de Baltimore .
0	Fue entrenado por John Velazquez y lo montó el jinete Dale Romans en su carrera más importante .	Fue entrenado por Dale Romans y montado por el jockey John Velazquez durante sus carreras más importantes .
1	Durante su estadía en Savannah , Charles Celestine se enteró a partir de un diario que su hijo , Sherman , había fallecido durante la campaña de Savannah , el general jamás había visto al niño .	Mientras estaba en Savannah , Charles Celestine se enteró gracias a un diario que su hijo infante Sherman había muerto durante la campaña de Savannah ; el general jamás había visto al niño .
0	La tapa fue diseñada por el artista heráldico John Pasche y la tapa del sencillo " Steel Monkey " fue diseñada por el director de arte Andrew Stewart Jamieson .	La tapa fue diseñada por el heráldico artista Andrew Stewart Jamieson , el diseño de la tapa del sencillo " Steel Monkey " es del director de arte John Pasche .
0	El método MacCormack es un esquema de discretización que se utiliza ampliamente para la solución numérica de ecuaciones diferenciales hiperbólicas parciales .	En dinámica de fluidos computacional , el método MacCormack es un esquema de discretización ampliamente utilizado para la solución diferencial parcial hiperbólica de ecuaciones numéricas .
1	Wright se mudó de Chapel Hill , NC a Nueva York .	Wright se mudó a Nueva York de Chapel Hill , NC .
0	La consonante eyectiva es un tipo de sonido velar que se utiliza en algunos idiomas hablados El símbolo del Alfabeto Fonético Internacional , que representa este sonido .	El sonido velar-eyectivo es un tipo de sonido consonántico que se utiliza en algunos idiomas hablados El símbolo en el Alfabeto Fonético Internacional , que es este sonido .
1	Las actividades europeas formaron parte de Ebel , mientras que las actividades asiáticas se vendieron al emprendedor de Hong Kong Joseph Wong y ahora pertenecen a Stelux Holdings .	Las actividades europeas se convirtieron en parte de Ebel mientras que las actividades asiáticas se vendieron al empresario Joseph Wong de Hong Kong y ahora son parte de Stelux Holdings .
1	La miembros del primer comité asesor fueron Alistair Cooke , Saul Bellow , Walter Cronkite , Norman Cousins , Gore Vidal , Norman Podhoretz .	Entre los primeros miembros consejeros estaban Walter Cronkite , Norman Vetter , Gore Vidal , Norman Podhoretz , Saul Bellow y Alistair Cooke .
0	El Parque Nacional Petkeljärvi es un parque nacional en Ilomantsi en la región de Carelia del Norte en Finlandia .	El Parque Nacional Petkeljärvi es un parque nacional en Finlandia , en la región de Ilomantsi en Carelia del Norte .
1	También publicaron la 5º canción del álbum " Vices " como el segundo sencillo del álbum el 13 de junio .	También lanzaron la 5ta canción del álbum " Vices " el 13 de junio como el segundo sencillo del álbum .
0	Stoke derrotó a Sheffield Wednesday y Huddersfield Town antes de perder con Peterborough United en la cuarta ronda .	Stoke venció a Peterborough United y a Huddersfield Town antes de perder en la cuarta ronda contra Sheffield Wednesday .
0	Cuando le pidieron que diga su nombre , dijo a " The Literary Digest " : mi nombre se pronuncia como se escribe " ear ' ; en-house " .	Cuando le preguntaron cómo decir su nombre , le dijo a " The Literary Digest " , mi nombre se escribe como si pronunciaras ear ' apos ; enhouse " .
0	El cultivo fue introducido en 1880 por Fernando Heydrich en Matanzas , Cuba .	En Matanzas su cultivo se incorporó en 1880 , por Fernando Heydrich en Cuba .
0	Si hay varias categorías gramaticales en una oración , solo la primera tiene el marcador en plural .	Si hay varias categorías gramaticales en una oración , solo el plural utiliza el primer marcador .
1	El régimen abandonó Filadelfia en octubre de 1777 para unirse al ejército principal del general George Washington fuera de Boston .	El regimiento abandonó Filadelfia en octubre de 1777 para unirse al ejército principal del general George Washington fuera de Boston .
1	En 1974 Lao PDR estableció el fondo Stage II con la ayuda del Banco Mundial , los Estados Unidos y el Banco de Desarrollo de Asia .	Con el apoyo del Banco Mundial , las Naciones Unidas , y el Banco de Desarrollo Asiático , Lao PDR fundó la etapa II del fondo en 1974 .
0	Más tarde lo usó como un símbolo para el partido Nazi y lo colocó sobre un círculo blanco y un fondo rojo para usarlo como bandera .	Posteriormente lo utilizó como símbolo para el partido nazi y lo colocó en un círculo rojo con fondo blanco para usarlo como bandera .
0	Para desarrollar el mapa de Hoth , los diseñadores han recibido la mayor cantidad de material de origen posible desde " The Empire Strikes Back " para generar una reproducción auténtica .	Para crear el mapa de Hoth , los diseñadores obtuvieron la mayor cantidad de material original de " El Imperio contraataca " posible para desarrollar una reproducción auténtica .
1	Está casado con Elizabeth " Betsy " Kats . Es padre de Adam , Nathaniel y Sara Hundt .	Se casó con Elizabeth ` ` Betsy '' Katz , padre de Adam , Nathaniel y Sara Hundt .
0	Una casa está cargada con energía de enojo y le da forma a un espíritu necromántico .	Una casa se carga con energía nigromántica y le da forma al espíritu enojado dentro de ella .
1	While Oros trabajó en los con Walker en los diseños de autos y camiones de Ford , Engel se concentró en la vehículos de Lincoln y Mercury .	Si bien Oros trabajó en el auto de Ford y en los diseños de camiones para Walker , Engel se centró en los vehículos de Lincoln y Mercury .
0	Hirasea goniobasis es una especie de caracol terrestre pulmonado que respira aire , un molusco gasterópodo pequeño de la familia Endodontidae .	Hirasea goniobasis es una especie de caracol pequeño que respira aire , un molusco gasterópodo pulmonado terrestre de la familia de Endodontidae .
1	Las lesiones premalignas son aparentemente un tejido típico que parece ser anormal bajo examen microscópico y en el cual es más probable que se produzca cáncer que en su contraparte morfológicamente normal .	Las lesiones premalignas son aparentemente un tejido típico , que parece ser anormal en exámenes microscópicos y en los cuales el cáncer es más probable que en su contraparte morfológicamente normal .
1	Abu Halifa o Abu Hulayfah o Abu Huleifa o Abu Haleifah es una ciudad pequeña en la gobernación Al Ahmadi de Kuwait en el Distrito Abu Halifa sur .	Abu Halifa o Abu Hulayfah o Abu Huleifa o Abu Haleifah es un pueblo pequeño en la gobernación de Kuwait de Al Ahmadi en el sur del distrito de Abu Halifa .
1	Israel es un álbum de los trombonistas de jazz estadounidenses Kai Winding y J. J. Johnson que contiene presentaciones y fue lanzado en 1968 y grabado en	Israel es un álbum de los trombonistas de jazz estadounidenses Kai Winding y J. J. Johnson , cuyas presentaciones fueron lanzadas en 1968 y fueron grabadas en C.
1	En 2014 , Adam escribió una Trilogía Gótica de revisiones de las historias clásicas Frankenstein , The Corruption of Dorian Gray y Jekyll Hyde Corpus Delicti	En 2014 , Adam escribió un nuevo trabajo denominado Gothic Trilogy de las historias clásicas de Frankenstein , The Corruption Of Dorian Gray y Jekyll & Hyde Corpus Delicti .
1	La Sra. Glad había trabajado en Ovamboland en 1901 -- 1919 y 1926 -- en 1936 y estuvo allí como la primera inspectora de escuelas .	La Sra. Glad había trabajado en Ovamboland entre 1901-1919 y 1926-1936 , y había ejercido allí como la primera inspectora de escuelas .
0	Lo describe como un nuevo descubrimiento de la escritura de ficción y lo considera un mito realismo de la literatura china .	Lo considera un " nuevo descubrimiento " de la escritura de ficción y lo designa un " mito-realismo " de la literatura china .
1	En 1953 , el equipo incluso hizo giras en Australia y en agosto de 1959 en Asia .	El equipo además realizó una gira en Australia en 1953 en Asia en agosto de 1959 .
1	Ronnie Fields no jugó ni siquiera un partido en la NBA o en la NCAA .	Ronnie Fields no jugó un solo juego en la NCAA o en la NBA .
0	El nuevo parque infantil está equipado con modernos equipos de gimnasia para niños .	La plaza es moderna y tiene equipos de ejercicio físico modernos para los niños .
0	Probuccinum tenerum es un tipo de caracol de mar , un verdadero molusco gasterópodo de la familia Buccinidae , los buccinos .	Probuccinum tenerum es una especie de caracol de mar , un molusco gasterópodo marino de la familia Buccinidae , las verdaderas lapas .
0	Abraham Hart fue presidente y Mayer Sulzberger secretario de los fideicomisarios .	El presidente era Mayer Sulzberger y Abraham Hart era el Secretario de los Fiduciarios .
0	Juhi Chawla tiene dos hijos con su esposa Jahnavi Mehta , una niña , Mehta ( nacida en 2001 ) y un niño , Arjun Mehta ( nacido en 2003 ) .	Mehta tiene dos hijos con su esposa Juhi Chawla , una chica , Jahnavi Mehta ( nacida en 2001 ) y un chico , Arjun Mehta ( nacido en 2003 ) .
0	El grado de distinción entre las tendencias protestantes y católicas dentro de la tradición anglicana específica es rutinariamente cuestión de debate entre las mismas iglesias anglicanas y en toda la comunión anglicana .	El grado de distinción entre tendencias protestantes y católicas dentro de la tradición anglicana es habitualmente una forma de debate dentro de las iglesias anglicanas específicas y a través de la comunidad anglicana .
1	Slough High School era una escuela selectiva para mujeres en Slough , Buckinghamshire , ahora Berkshire .	La Escuela Secundaria Slough fue una escuela secundaria selectiva de niñas en Slough , Buckinghamshire , ahora Berkshire .
1	Lobethal Bierhaus es una cervecería regional con influencias de estilo alemán .	Lobethal Bierhaus es una cervecería regional con influencias de estilo alemán .
0	Long nació en Israel , emigró de joven a Australia y se estableció allí en 1961 .	Lang nació en Australia , emigró a Israel de joven y se estableció allí en 1961 .
0	Se jubiló en Milwaukee , Wisconsin , donde falleció el 5 de mayo de 1903 .	Murió en Wisconsin , Milwaukee , donde se jubiló el 5 de mayo de 1903 .
0	El color de la tapa varía de marrón a marrón , a menudo con una marca amarilla en la tapa al vencimiento .	El color de la tapa varía de marrón a amarillo , frecuentemente tiene una mancha marrón en la tapa a su vencimiento .
1	El río Valea lui Lambă o río " unk " imon es un afluente del río Lom en Rumania .	El río Valea lui Lambă o río Șimon es un afluente del río Lom en Rumania .
1	El enrejado completo se encuentra principalmente en Texas , construido en Nuevo México , Arizona y California .	La cerca completa es principalmente en Texas , con construcción en progreso en Nueva México , Arizona y California .
0	Buccinum pulchellum es una especie de caracol marino , un molusco gasterópodo marino de la familia Buccinidae , los auténticos pergaminos de cuerno-whell .	Buccinum pulchellum es una especie de caracol marino , un molusco gasterópodo auténtico de la familia Buccinidae , los caracoles marinos .
0	El 30 de abril de 1983 , un C - 311 asignado a NAS Bahía de Guantanamo , Cuba , se estrelló en NAS Jacksonville y ocasionó la pérdida de 13 personas .	El 30 de abril de 1983 , un C-311 que fue asignado a NAS Jacksonville , Cuba , en NAS Bahía de Guantánamo se estrelló y provocó la pérdida de 13 vidas .
0	Como recompensa por su lealtad hacia Henry , adquirió terrenos lucrativos y diversas oficinas en el sur de Gales .	Como recompensa por su lealtad hacia Henry , adquirió diversas tierras y oficinas lucrativas en el Sur de Gales .
1	En 2010 , New York University venció a Harvard University 3-1-1 y ganó su primer Campeonato Mundial .	En 2010 , la Universidad de New York derrotó a la Universidad de Harvard 3-1-1 para ganar su primer campeonato nacional .
0	El río Neajlovel es un afluente del río Neajlov en Rumania .	El río Neajlov es un afluente del río Neajlovel en Rumania .
1	La agencia tiene sus oficinas centrales en Arlington , Virginia y su oficina en el extranjero en París , Francia .	La agencia tiene su sede en Arlington , Virginia , y sus Oficina de Operaciones Internacionales en París , Francia .
0	El Río Neajlov River es un afluente del Río Neajlovel en Rumania .	El río Neajlovel es un afluente del río Neajlov en Rumania .
0	Ahmad Yar Khan nació en la familia Tiwana de Shahpur , hijo de Sahib Khan .	Sahib Khan nació en la familia de Tiwana de Shahpur , hijo de Ahmad Yar Khan .
0	Nacido en Brooklyn , Nueva York , falleció en Tiburón , California .	Nació en Tiburon , California , y murió en Brooklyn , Nueva York .
0	Las propuestas del Met de extenderse desde Paddington a South Kensington y al sur desde Moorgate a Tower Hill hacia el sur se aceptaron y recibieron consentimiento real el 29 de julio de 1864 .	Se aceptaron las sugerencias de Met para realizar extensiones desde Paddington hasta South Kensington y al este desde Moorgate hasta Tower Hill hacia el sur y recibieron consentimiento real el 29 de julio de 1864 .
0	El poma se conserva en cuatro manuscritos fragmentarios , y uno contemporáneo .	El poema se preserva en cuatro manuscritos contemporáneos , uno de los cuales está fragmentado :
